FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY26,2026-Q4,2026-W45,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56574,45259,11315,60,211,60,50,79
FY26,2026-Q4,2026-W46,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56785,45428,11357,24,182,53,52,72
FY26,2026-Q4,2026-W47,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56996,45597,11399,110,283,38,50,63
FY26,2026-Q4,2026-W48,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,57207,45766,11441,107,258,60,43,79
FY26,2026-Q4,2026-W49,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,57648,46118,11530,0,374,67,50,64
FY26,2026-Q4,2026-W50,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,57973,46378,11595,0,270,55,46,65
FY26,2026-Q4,2026-W51,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,58299,46639,11660,3,280,49,48,64
FY26,2026-Q4,2026-W52,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,59140,47312,11828,0,793,48,48,83
FY27,2027-Q1,2027-W01,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,47402,37922,43,252,209,43,34,55
FY27,2027-Q1,2027-W02,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,48055,38444,32,0,621,32,35,61
FY27,2027-Q1,2027-W03,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,48034,38427,38,301,242,38,43,67
FY27,2027-Q1,2027-W04,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts Only,Unknown,Part/s dispatch,Forecast,48478,38782,54,0,390,54,35,56
FY27,2027-Q1,2027-W05,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,49522,39618,52,0,992,52,45,55
FY27,2027-Q1,2027-W06,Storage Array C,Storage,EMEA,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,47844,38275,31,1932,223,31,41,60
FY27,2027-Q1,2027-W07,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,49852,39882,55,0,1953,55,42,54
FY27,2027-Q1,2027-W08,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,48393,38714,37,1687,191,37,36,56
FY27,2027-Q1,2027-W09,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,49131,39305,34,0,704,34,35,58
FY27,2027-Q1,2027-W10,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,48930,39144,46,387,140,46,35,63
FY27,2027-Q1,2027-W11,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,49755,39804,45,0,780,45,36,70
FY27,2027-Q1,2027-W12,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,50659,40527,37,0,867,37,37,59
FY27,2027-Q1,2027-W13,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,51588,41270,55,0,874,55,37,71
FY27,2027-Q2,2027-W14,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,51416,41133,54,478,252,54,39,64
FY27,2027-Q2,2027-W15,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,51067,40854,50,579,180,50,35,66
FY27,2027-Q2,2027-W16,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,49670,39736,56,1693,240,56,43,67
FY27,2027-Q2,2027-W17,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,50916,40733,57,0,1189,57,35,69
FY27,2027-Q2,2027-W18,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,51643,41314,48,0,679,48,36,57
FY27,2027-Q2,2027-W19,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,50852,40682,51,1007,165,51,42,56
FY27,2027-Q2,2027-W20,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Forecast,51744,41395,47,0,845,47,42,69
FY27,2027-Q2,2027-W21,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,51217,40974,49,826,250,49,35,66
FY27,2027-Q2,2027-W22,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,52231,41785,55,0,959,55,44,65
FY27,2027-Q2,2027-W23,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,51857,41486,34,666,258,34,38,61
FY27,2027-Q2,2027-W24,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,53142,42514,56,0,1229,56,44,61
FY27,2027-Q2,2027-W25,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,52014,41611,44,1383,211,44,46,58
FY27,2027-Q2,2027-W26,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Forecast,53604,42883,49,0,1541,49,41,63
FY27,2027-Q3,2027-W27,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Forecast,51738,41390,46,2159,247,46,39,65
FY27,2027-Q3,2027-W28,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,52556,42045,43,0,775,43,44,73
FY27,2027-Q3,2027-W29,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,51880,41504,40,953,237,40,39,57
FY27,2027-Q3,2027-W30,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,53261,42609,35,0,1346,35,45,68
FY27,2027-Q3,2027-W31,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,53894,43115,39,0,594,39,39,65
FY27,2027-Q3,2027-W32,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,53361,42689,39,780,208,39,38,65
FY27,2027-Q3,2027-W33,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,54394,43515,54,0,979,54,44,61
FY27,2027-Q3,2027-W34,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,54279,43423,62,382,205,62,37,72
FY27,2027-Q3,2027-W35,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,53199,42559,41,1270,149,41,37,68
FY27,2027-Q3,2027-W36,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Forecast,55194,44155,56,0,1939,56,48,75
FY27,2027-Q3,2027-W37,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,54327,43462,36,1070,167,36,41,65
FY27,2027-Q3,2027-W38,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,54352,43482,45,277,257,45,46,75
FY27,2027-Q3,2027-W39,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,55831,44665,59,0,1420,59,48,60
FY27,2027-Q4,2027-W40,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,56119,44895,42,0,246,42,47,59
FY27,2027-Q4,2027-W41,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,56316,45053,41,74,230,41,47,71
FY27,2027-Q4,2027-W42,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,54458,43566,38,2161,265,38,45,60
FY27,2027-Q4,2027-W43,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,54851,43881,63,0,330,63,50,64
FY27,2027-Q4,2027-W44,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,55293,44234,64,0,378,64,39,73
FY27,2027-Q4,2027-W45,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,55932,44746,52,0,587,52,50,77
FY27,2027-Q4,2027-W46,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,55143,44114,58,1061,214,58,43,73
FY27,2027-Q4,2027-W47,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,56554,45243,46,0,1365,46,43,70
FY27,2027-Q4,2027-W48,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Forecast,56487,45190,59,306,180,59,48,73
FY27,2027-Q4,2027-W49,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,56916,45533,51,0,378,51,45,61
FY27,2027-Q4,2027-W50,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,58501,46801,43,0,1542,43,53,62
FY27,2027-Q4,2027-W51,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,56986,45589,55,1813,243,55,44,72
FY27,2027-Q4,2027-W52,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,58216,46573,64,0,1166,64,41,68
FY22,2022-Q1,2022-W01,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,12389,9911,2478,51,37,14,11,13
FY22,2022-Q1,2022-W02,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12202,9762,2440,251,56,8,9,17
FY22,2022-Q1,2022-W03,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,11906,9525,2381,346,36,14,9,14
FY22,2022-Q1,2022-W04,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,12388,9910,2478,0,469,13,8,17
FY22,2022-Q1,2022-W05,Storage Array C,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12501,10001,2500,0,101,12,9,16
FY22,2022-Q1,2022-W06,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12309,9847,2462,248,46,10,8,14
FY22,2022-Q1,2022-W07,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,12721,10177,2544,0,403,9,9,17
FY22,2022-Q1,2022-W08,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,12464,9971,2493,308,43,8,11,17
FY22,2022-Q1,2022-W09,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,12830,10264,2566,0,356,10,10,14
FY22,2022-Q1,2022-W10,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12473,9978,2495,414,45,12,8,17
FY22,2022-Q1,2022-W11,Storage Array C,Storage,APJ,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,12571,10057,2514,0,86,12,9,16
FY22,2022-Q1,2022-W12,Storage Array C,Storage,APJ,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12720,10176,2544,0,135,14,9,17
FY22,2022-Q1,2022-W13,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,13273,10618,2655,0,538,15,10,16
FY22,2022-Q2,2022-W14,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,13200,10560,2640,150,64,13,11,17
FY22,2022-Q2,2022-W15,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,12803,10242,2561,466,59,10,11,17
FY22,2022-Q2,2022-W16,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,13058,10446,2612,0,240,15,11,14
FY22,2022-Q2,2022-W17,Storage Array C,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,13104,10483,2621,21,58,9,10,16
FY22,2022-Q2,2022-W18,Storage Array C,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13314,10651,2663,0,199,11,12,17
FY22,2022-Q2,2022-W19,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,13131,10505,2626,237,43,11,10,17
FY22,2022-Q2,2022-W20,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,13333,10666,2667,0,189,13,10,19
FY22,2022-Q2,2022-W21,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,13173,10538,2635,220,46,14,11,17
FY22,2022-Q2,2022-W22,Storage Array C,Storage,APJ,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,13645,10916,2729,0,461,11,12,16
FY22,2022-Q2,2022-W23,Storage Array C,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,13774,11019,2755,0,119,10,11,18
FY22,2022-Q2,2022-W24,Storage Array C,Storage,APJ,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,13838,11070,2768,11,62,13,11,18
FY22,2022-Q2,2022-W25,Storage Array C,Storage,APJ,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,13569,10855,2714,318,40,9,10,16
FY22,2022-Q2,2022-W26,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14140,11312,2828,0,556,15,11,18
FY22,2022-Q3,2022-W27,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,13699,10959,2740,503,52,10,10,18
FY22,2022-Q3,2022-W28,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Actual,14348,11478,2870,0,635,14,12,16
FY22,2022-Q3,2022-W29,Storage Array C,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14241,11393,2848,189,72,10,11,17
FY22,2022-Q3,2022-W30,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13839,11071,2768,485,70,13,10,18
FY22,2022-Q3,2022-W31,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,14608,11686,2922,0,754,15,10,20
FY22,2022-Q3,2022-W32,Storage Array C,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,13851,11081,2770,816,43,16,11,18
FY22,2022-Q3,2022-W33,Storage Array C,Storage,APJ,Unit B,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14420,11536,2884,0,558,11,13,16
FY22,2022-Q3,2022-W34,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14547,11638,2909,0,113,14,13,17
FY22,2022-Q3,2022-W35,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14168,11334,2834,446,54,13,12,18
FY22,2022-Q3,2022-W36,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,14334,11467,2867,0,153,13,11,16
FY22,2022-Q3,2022-W37,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,14525,11620,2905,0,179,12,13,16
FY22,2022-Q3,2022-W38,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,14821,11857,2964,0,282,14,12,18
FY22,2022-Q3,2022-W39,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,14694,11755,2939,210,67,16,13,18
FY22,2022-Q4,2022-W40,Storage Array C,Storage,APJ,Unit B,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,14567,11654,2913,187,45,15,13,17
FY22,2022-Q4,2022-W41,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,15269,12215,3054,0,689,13,14,21
FY22,2022-Q4,2022-W42,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,15342,12274,3068,0,60,13,11,21
FY22,2022-Q4,2022-W43,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15174,12139,3035,254,74,12,13,18
FY22,2022-Q4,2022-W44,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,15486,12389,3097,0,296,16,11,18
FY22,2022-Q4,2022-W45,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,15174,12139,3035,380,51,17,13,18
FY22,2022-Q4,2022-W46,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,15243,12194,3049,17,72,14,12,19
FY22,2022-Q4,2022-W47,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,15142,12114,3028,167,55,11,13,19
FY22,2022-Q4,2022-W48,Storage Array C,Storage,APJ,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15568,12454,3114,0,411,15,11,17
FY22,2022-Q4,2022-W49,Storage Array C,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16007,12806,3201,0,421,18,12,22
FY22,2022-Q4,2022-W50,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15980,12784,3196,95,57,11,12,19
FY22,2022-Q4,2022-W51,Storage Array C,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,16221,12977,3244,0,222,19,11,17
FY22,2022-Q4,2022-W52,Storage Array C,Storage,APJ,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16336,13069,3267,0,101,14,14,22
FY23,2023-Q1,2023-W01,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,15964,12771,3193,464,80,12,14,17
FY23,2023-Q1,2023-W02,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16131,12905,3226,0,156,11,15,19
FY23,2023-Q1,2023-W03,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15714,12571,3143,490,56,17,14,18
FY23,2023-Q1,2023-W04,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,16215,12972,3243,0,490,11,11,19
FY23,2023-Q1,2023-W05,Storage Array C,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15581,12465,3116,728,77,17,12,21
FY23,2023-Q1,2023-W06,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,15744,12595,3149,0,145,18,11,20
FY23,2023-Q1,2023-W07,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,16102,12882,3220,0,340,18,14,21
FY23,2023-Q1,2023-W08,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,16463,13170,3293,0,349,12,14,23
FY23,2023-Q1,2023-W09,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,16728,13382,3346,0,249,16,15,18
FY23,2023-Q1,2023-W10,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16000,12800,3200,808,68,12,14,22
FY23,2023-Q1,2023-W11,Storage Array C,Storage,APJ,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,17056,13645,3411,0,1037,19,13,22
FY23,2023-Q1,2023-W12,Storage Array C,Storage,APJ,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17239,13791,3448,0,165,18,12,19
FY23,2023-Q1,2023-W13,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,17238,13790,3448,78,58,19,12,19
FY23,2023-Q2,2023-W14,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,16822,13458,3364,508,74,18,14,20
FY23,2023-Q2,2023-W15,Storage Array C,Storage,APJ,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,16661,13329,3332,255,76,18,12,21
FY23,2023-Q2,2023-W16,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,17401,13921,3480,0,724,16,13,24
FY23,2023-Q2,2023-W17,Storage Array C,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,17189,13751,3438,306,80,14,12,22
FY23,2023-Q2,2023-W18,Storage Array C,Storage,APJ,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,17360,13888,3472,0,153,18,15,22
FY23,2023-Q2,2023-W19,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,17623,14098,3525,0,249,14,15,21
FY23,2023-Q2,2023-W20,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,17836,14269,3567,0,201,12,14,24
FY23,2023-Q2,2023-W21,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,17632,14106,3526,300,85,11,14,23
FY23,2023-Q2,2023-W22,Storage Array C,Storage,APJ,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,17599,14079,3520,105,58,14,14,19
FY23,2023-Q2,2023-W23,Storage Array C,Storage,APJ,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,17800,14240,3560,0,187,14,13,22
FY23,2023-Q2,2023-W24,Storage Array C,Storage,APJ,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,18150,14520,3630,0,336,14,13,20
FY23,2023-Q2,2023-W25,Storage Array C,Storage,APJ,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,18432,14746,3686,0,263,19,14,26
FY23,2023-Q2,2023-W26,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18033,14426,3607,494,83,12,13,19
FY23,2023-Q3,2023-W27,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18154,14523,3631,0,104,17,13,24
FY23,2023-Q3,2023-W28,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Labour Only,Unknown,Break fix,Actual,17887,14310,3577,346,61,18,13,25
FY23,2023-Q3,2023-W29,Storage Array C,Storage,APJ,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18148,14518,3630,0,245,16,14,22
FY23,2023-Q3,2023-W30,Storage Array C,Storage,APJ,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18411,14729,3682,0,250,13,17,20
FY23,2023-Q3,2023-W31,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,18806,15045,3761,0,375,20,15,23
FY23,2023-Q3,2023-W32,Storage Array C,Storage,APJ,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18359,14687,3672,537,70,20,14,23
FY23,2023-Q3,2023-W33,Storage Array C,Storage,APJ,Unit B,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18429,14743,3686,15,68,17,15,24
FY23,2023-Q3,2023-W34,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18836,15069,3767,0,386,21,17,24
FY23,2023-Q3,2023-W35,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18512,14810,3702,431,92,15,13,26
FY23,2023-Q3,2023-W36,Storage Array C,Storage,APJ,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,18653,14922,3731,0,122,19,14,26
FY23,2023-Q3,2023-W37,Storage Array C,Storage,APJ,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,19035,15228,3807,0,364,18,14,22
FY23,2023-Q3,2023-W38,Storage Array C,Storage,APJ,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,18708,14966,3742,414,67,20,14,23
