FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY25,2025-Q2,2025-W25,Storage Array C,Storage,EMEA,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,86,16,0,0,Field
FY25,2025-Q2,2025-W26,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,43621,34897,8724,0,379,17,32,51,Tech
FY25,2025-Q2,2025-W26,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,253,12,0,0,Field
FY25,2025-Q3,2025-W27,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,43314,34651,8663,469,77,20,34,57,Tech
FY25,2025-Q3,2025-W27,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,51,14,0,0,Field
FY25,2025-Q3,2025-W28,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,43390,34712,8678,161,119,23,33,55,Tech
FY25,2025-Q3,2025-W28,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,79,16,0,0,Field
FY25,2025-Q3,2025-W29,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,43465,34772,8693,105,84,24,33,52,Tech
FY25,2025-Q3,2025-W29,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,56,16,0,0,Field
FY25,2025-Q3,2025-W30,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,43541,34833,8708,101,88,19,36,55,Tech
FY25,2025-Q3,2025-W30,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,58,12,0,0,Field
FY25,2025-Q3,2025-W31,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,43797,35038,8759,0,134,19,36,54,Tech
FY25,2025-Q3,2025-W31,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,90,13,0,0,Field
FY25,2025-Q3,2025-W32,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,43963,35170,8793,45,108,19,39,51,Tech
FY25,2025-Q3,2025-W32,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,72,12,0,0,Field
FY25,2025-Q3,2025-W33,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,44128,35302,8826,96,126,31,30,58,Tech
FY25,2025-Q3,2025-W33,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,84,20,0,0,Field
FY25,2025-Q3,2025-W34,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,44294,35435,8859,0,83,17,37,54,Tech
FY25,2025-Q3,2025-W34,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,55,11,0,0,Field
FY25,2025-Q3,2025-W35,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,44460,35568,8892,49,106,23,40,62,Tech
FY25,2025-Q3,2025-W35,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,71,15,0,0,Field
FY25,2025-Q3,2025-W36,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,44805,35844,8961,0,187,20,30,51,Tech
FY25,2025-Q3,2025-W36,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,125,13,0,0,Field
FY25,2025-Q3,2025-W37,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,45061,36049,9012,1,126,28,33,61,Tech
FY25,2025-Q3,2025-W37,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,84,19,0,0,Field
FY25,2025-Q3,2025-W38,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,45317,36254,9063,0,128,25,40,53,Tech
FY25,2025-Q3,2025-W38,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,86,17,0,0,Field
FY25,2025-Q3,2025-W39,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,45978,36782,9196,0,365,31,39,58,Tech
FY25,2025-Q3,2025-W39,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,244,21,0,0,Field
FY25,2025-Q4,2025-W40,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,45718,36574,9144,454,98,18,37,61,Tech
FY25,2025-Q4,2025-W40,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,66,12,0,0,Field
FY25,2025-Q4,2025-W41,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,45817,36654,9163,109,94,31,32,49,Tech
FY25,2025-Q4,2025-W41,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,62,21,0,0,Field
FY25,2025-Q4,2025-W42,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,45916,36733,9183,157,136,17,31,52,Tech
FY25,2025-Q4,2025-W42,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,91,12,0,0,Field
FY25,2025-Q4,2025-W43,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,46015,36812,9203,139,118,25,36,62,Tech
FY25,2025-Q4,2025-W43,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,78,17,0,0,Field
FY25,2025-Q4,2025-W44,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,46332,37066,9266,0,172,18,33,65,Tech
FY25,2025-Q4,2025-W44,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,115,12,0,0,Field
FY25,2025-Q4,2025-W45,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,46540,37232,9308,26,117,23,40,65,Tech
FY25,2025-Q4,2025-W45,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,78,16,0,0,Field
FY25,2025-Q4,2025-W46,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,46747,37398,9349,35,125,20,40,50,Tech
FY25,2025-Q4,2025-W46,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,84,13,0,0,Field
FY25,2025-Q4,2025-W47,Storage Array C,Storage,EMEA,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,46955,37564,9391,9,107,23,43,57,Tech
FY25,2025-Q4,2025-W47,Storage Array C,Storage,EMEA,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,71,16,0,0,Field
FY25,2025-Q4,2025-W48,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,47163,37730,9433,20,115,22,40,63,Tech
FY25,2025-Q4,2025-W48,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,77,14,0,0,Field
FY25,2025-Q4,2025-W49,Storage Array C,Storage,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,47589,38071,9518,0,224,31,33,50,Tech
FY25,2025-Q4,2025-W49,Storage Array C,Storage,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,150,21,0,0,Field
FY25,2025-Q4,2025-W50,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,47906,38325,9581,0,157,33,35,53,Tech
FY25,2025-Q4,2025-W50,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,105,22,0,0,Field
FY25,2025-Q4,2025-W51,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,48222,38578,9644,0,166,24,37,60,Tech
FY25,2025-Q4,2025-W51,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,110,16,0,0,Field
FY25,2025-Q4,2025-W52,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,49028,39222,9806,0,452,31,40,64,Tech
FY25,2025-Q4,2025-W52,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,302,21,0,0,Field
FY26,2026-Q1,2026-W01,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,48665,38932,9733,624,134,22,38,66,Tech
FY26,2026-Q1,2026-W01,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,90,15,0,0,Field
FY26,2026-Q1,2026-W02,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,48732,38986,9746,203,139,23,43,59,Tech
FY26,2026-Q1,2026-W02,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,92,16,0,0,Field
FY26,2026-Q1,2026-W03,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,48799,39039,9760,226,146,30,34,53,Tech
FY26,2026-Q1,2026-W03,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,97,20,0,0,Field
FY26,2026-Q1,2026-W04,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,48866,39093,9773,183,128,22,41,55,Tech
FY26,2026-Q1,2026-W04,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,86,14,0,0,Field
FY26,2026-Q1,2026-W05,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,49115,39292,9823,0,119,31,37,52,Tech
FY26,2026-Q1,2026-W05,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,79,20,0,0,Field
FY26,2026-Q1,2026-W06,Storage Array C,Storage,EMEA,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,49273,39418,9855,123,137,32,33,58,Tech
FY26,2026-Q1,2026-W06,Storage Array C,Storage,EMEA,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,91,21,0,0,Field
FY26,2026-Q1,2026-W07,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,49431,39545,9886,129,141,31,37,59,Tech
FY26,2026-Q1,2026-W07,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,94,21,0,0,Field
FY26,2026-Q1,2026-W08,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,49589,39671,9918,64,114,19,41,57,Tech
FY26,2026-Q1,2026-W08,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,76,13,0,0,Field
FY26,2026-Q1,2026-W09,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,49747,39798,9949,89,122,26,43,57,Tech
FY26,2026-Q1,2026-W09,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,82,17,0,0,Field
FY26,2026-Q1,2026-W10,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,50086,40069,10017,0,182,21,37,65,Tech
FY26,2026-Q1,2026-W10,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,122,14,0,0,Field
FY26,2026-Q1,2026-W11,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,50335,40268,10067,0,122,27,35,71,Tech
FY26,2026-Q1,2026-W11,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,82,18,0,0,Field
FY26,2026-Q1,2026-W12,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,50584,40467,10117,0,128,22,40,69,Tech
FY26,2026-Q1,2026-W12,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,85,14,0,0,Field
FY26,2026-Q1,2026-W13,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,51242,40994,10248,0,364,31,35,64,Tech
FY26,2026-Q1,2026-W13,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,242,21,0,0,Field
FY26,2026-Q2,2026-W14,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,50932,40746,10186,561,115,35,44,61,Tech
FY26,2026-Q2,2026-W14,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,77,24,0,0,Field
FY26,2026-Q2,2026-W15,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,51005,40804,10201,116,92,22,39,68,Tech
FY26,2026-Q2,2026-W15,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,61,14,0,0,Field
FY26,2026-Q2,2026-W16,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,51077,40862,10215,151,107,26,40,57,Tech
FY26,2026-Q2,2026-W16,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,72,18,0,0,Field
FY26,2026-Q2,2026-W17,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,51149,40919,10230,167,119,25,43,57,Tech
FY26,2026-Q2,2026-W17,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,79,16,0,0,Field
FY26,2026-Q2,2026-W18,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,51410,41128,10282,0,134,23,36,67,Tech
FY26,2026-Q2,2026-W18,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,89,15,0,0,Field
FY26,2026-Q2,2026-W19,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,51577,41262,10315,92,124,32,45,72,Tech
FY26,2026-Q2,2026-W19,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,82,21,0,0,Field
FY26,2026-Q2,2026-W20,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,51744,41395,10349,78,111,36,36,62,Tech
FY26,2026-Q2,2026-W20,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,74,24,0,0,Field
FY26,2026-Q2,2026-W21,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,51911,41529,10382,86,124,28,39,71,Tech
FY26,2026-Q2,2026-W21,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,82,19,0,0,Field
FY26,2026-Q2,2026-W22,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,52078,41662,10416,34,100,20,47,56,Tech
FY26,2026-Q2,2026-W22,Storage Array C,Storage,EMEA,Unit B,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,67,14,0,0,Field
FY26,2026-Q2,2026-W23,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,52434,41947,10487,0,179,34,46,64,Tech
FY26,2026-Q2,2026-W23,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,120,23,0,0,Field
FY26,2026-Q2,2026-W24,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,52696,42157,10539,0,136,21,41,75,Tech
FY26,2026-Q2,2026-W24,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,91,14,0,0,Field
FY26,2026-Q2,2026-W25,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,52957,42366,10591,7,134,27,38,70,Tech
FY26,2026-Q2,2026-W25,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,89,18,0,0,Field
FY26,2026-Q2,2026-W26,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,53645,42916,10729,0,379,34,36,65,Tech
FY26,2026-Q2,2026-W26,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,0,0,0,0,252,23,0,0,Field
FY26,2026-Q3,2026-W27,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,53315,42652,10663,641,153,34,45,64,Tech
FY26,2026-Q3,2026-W27,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,102,22,0,0,Field
FY26,2026-Q3,2026-W28,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,53387,42710,10677,173,116,31,38,64,Tech
FY26,2026-Q3,2026-W28,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,78,20,0,0,Field
FY26,2026-Q3,2026-W29,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,53459,42767,10692,170,122,23,41,71,Tech
FY26,2026-Q3,2026-W29,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,81,16,0,0,Field
FY26,2026-Q3,2026-W30,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,53531,42825,10706,130,100,22,41,72,Tech
FY26,2026-Q3,2026-W30,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,66,14,0,0,Field
FY26,2026-Q3,2026-W31,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,53793,43034,10759,23,137,34,38,60,Tech
FY26,2026-Q3,2026-W31,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,92,22,0,0,Field
FY26,2026-Q3,2026-W32,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,53959,43167,10792,121,143,29,40,58,Tech
FY26,2026-Q3,2026-W32,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,95,20,0,0,Field
FY26,2026-Q3,2026-W33,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,54126,43301,10825,92,122,33,41,71,Tech
FY26,2026-Q3,2026-W33,Storage Array C,Storage,EMEA,Unit B,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,82,22,0,0,Field
FY26,2026-Q3,2026-W34,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,54293,43434,10859,28,95,22,37,58,Tech
FY26,2026-Q3,2026-W34,Storage Array C,Storage,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,64,14,0,0,Field
FY26,2026-Q3,2026-W35,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,54460,43568,10892,114,141,28,44,65,Tech
FY26,2026-Q3,2026-W35,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,94,18,0,0,Field
FY26,2026-Q3,2026-W36,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,54817,43854,10963,0,182,32,43,68,Tech
FY26,2026-Q3,2026-W36,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,121,22,0,0,Field
FY26,2026-Q3,2026-W37,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,55078,44062,11016,45,161,22,39,61,Tech
FY26,2026-Q3,2026-W37,Storage Array C,Storage,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,108,15,0,0,Field
FY26,2026-Q3,2026-W38,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,55340,44272,11068,66,160,37,48,75,Tech
FY26,2026-Q3,2026-W38,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,106,25,0,0,Field
FY26,2026-Q3,2026-W39,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,56028,44822,11206,0,379,34,47,69,Tech
FY26,2026-Q3,2026-W39,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,253,22,0,0,Field
FY26,2026-Q4,2026-W40,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,55746,44597,11149,513,112,27,51,64,Tech
FY26,2026-Q4,2026-W40,Storage Array C,Storage,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,74,18,0,0,Field
FY26,2026-Q4,2026-W41,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,55843,44674,11169,176,125,38,38,69,Tech
FY26,2026-Q4,2026-W41,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,84,26,0,0,Field
FY26,2026-Q4,2026-W42,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,55940,44752,11188,156,115,37,44,73,Tech
FY26,2026-Q4,2026-W42,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,76,25,0,0,Field
FY26,2026-Q4,2026-W43,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,56037,44830,11207,166,133,25,50,79,Tech
FY26,2026-Q4,2026-W43,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,88,17,0,0,Field
FY26,2026-Q4,2026-W44,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,56363,45090,11273,13,176,28,41,59,Tech
FY26,2026-Q4,2026-W44,Storage Array C,Storage,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,117,18,0,0,Field
FY26,2026-Q4,2026-W45,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56574,45259,11315,60,127,36,50,79,Tech
FY26,2026-Q4,2026-W45,Storage Array C,Storage,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,84,24,0,0,Field
FY26,2026-Q4,2026-W46,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56785,45428,11357,24,109,32,52,72,Tech
FY26,2026-Q4,2026-W46,Storage Array C,Storage,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,73,21,0,0,Field
